HandRight.X;HandRight.Y;HandRight.Z;Head.X;Head.Y;Head.Z;
0.04391018;-0.5303694;2.538748;-0.1090942;0.3659069;2.792965;
0.04262727;-0.5272368;2.536534;-0.1089481;0.3668604;2.793872;
0.0374604;-0.5250448;2.537078;-0.1085039;0.3673879;2.799793;
0.03250244;-0.5221612;2.535268;-0.1106625;0.3683777;2.802138;
0.02988786;-0.5245938;2.535964;-0.1107463;0.3686627;2.803053;
0.02736185;-0.5263467;2.536661;-0.1111151;0.3681842;2.804788;
0.0254449;-0.5278257;2.539519;-0.1118597;0.368381;2.804286;
0.02381209;-0.5299848;2.543723;-0.1121243;0.3683165;2.806248;
0.02365648;-0.5315352;2.549136;-0.1134115;0.3664175;2.810339;
0.024102;-0.5319252;2.555443;-0.1131416;0.3649669;2.810332;
0.0243962;-0.5290725;2.559636;-0.113282;0.3645054;2.81145;
0.02747393;-0.5280037;2.564564;-0.1143966;0.3631826;2.812288;
0.03045803;-0.5303788;2.567289;-0.1152007;0.3623622;2.812723;
0.03278693;-0.5317627;2.569653;-0.1157151;0.3621677;2.814429;
0.03666449;-0.5378123;2.573093;-0.1179805;0.3635051;2.818671;
0.04059769;-0.5396237;2.5752;-0.1173926;0.3624726;2.818348;
0.05121475;-0.5451313;2.574239;-0.1145173;0.3619881;2.81833;
0.07806999;-0.5446196;2.56482;-0.1152747;0.3627576;2.817998;
0.123885;-0.5408564;2.542217;-0.1175304;0.3618424;2.817223;
0.1551688;-0.5195034;2.534132;-0.1173707;0.3618442;2.817912;
0.2010649;-0.5006175;2.518606;-0.1146834;0.3617564;2.816691;
0.2483799;-0.4555601;2.505155;-0.1144193;0.3618604;2.81609;
0.3010544;-0.4222232;2.50639;-0.1152067;0.3623517;2.816394;
0.336315;-0.3817565;2.507213;-0.1155716;0.3634937;2.816591;
0.3783294;-0.3366177;2.513381;-0.114506;0.3636309;2.816251;
0.4105457;-0.2799189;2.522774;-0.114454;0.3634951;2.816303;
0.4337034;-0.235404;2.527603;-0.1142238;0.3637608;2.816517;
0.4132974;-0.1712261;2.536892;-0.1134339;0.3632836;2.817775;
0.4121306;-0.1154359;2.555521;-0.1145529;0.3636603;2.819433;
0.3996151;-0.08142766;2.549858;-0.1160162;0.3629025;2.824109;
0.4030944;-0.0114638;2.55854;-0.1164015;0.3627085;2.824559;
0.4056648;0.02381737;2.559861;-0.1164379;0.362399;2.824715;
0.3707289;0.06771598;2.56457;-0.1158547;0.3626477;2.828477;
0.3647829;0.1132107;2.561399;-0.1163989;0.3625484;2.828586;
0.3389584;0.1643289;2.543355;-0.1149665;0.3648524;2.831124;
0.3261151;0.2182914;2.544904;-0.1138268;0.3649052;2.832064;
0.3020199;0.2320862;2.540098;-0.1128553;0.3648342;2.833002;
0.264298;0.2494213;2.530648;-0.1123509;0.3669424;2.835065;
0.2103237;0.2435563;2.518867;-0.108894;0.3659405;2.838589;
0.1247017;0.2331246;2.482952;-0.1086518;0.3657405;2.838831;
0.06712967;0.1742567;2.490099;-0.1069662;0.3654194;2.839921;
0.04848146;0.1549586;2.478029;-0.1068946;0.3655771;2.840008;
-0.05075723;0.1373468;2.44758;-0.10345;0.365822;2.844477;
-0.0909805;0.09434585;2.435576;-0.1026404;0.3661301;2.844446;
-0.1220335;0.03170851;2.438388;-0.1026905;0.3660107;2.844184;
-0.1590404;-0.02595638;2.426021;-0.102462;0.366647;2.844563;
-0.1901377;-0.0958578;2.42041;-0.1020207;0.3670647;2.844061;
-0.1678138;-0.1404506;2.418522;-0.101106;0.366699;2.843255;
-0.1598237;-0.1957768;2.413734;-0.1017847;0.3683285;2.843506;
-0.118013;-0.2489571;2.41558;-0.1019762;0.3687012;2.842584;
-0.07628655;-0.2999981;2.424787;-0.1041247;0.3671263;2.836854;
-0.02377369;-0.3440259;2.448793;-0.1056726;0.3651583;2.827795;
0.009367622;-0.4140161;2.433234;-0.1095666;0.3641821;2.818792;
0.05294958;-0.4525748;2.461938;-0.1098309;0.3648165;2.809907;
0.08643406;-0.4757234;2.514734;-0.1060331;0.3623134;2.792737;
0.1198076;-0.5144794;2.536278;-0.100837;0.3612434;2.783782;
0.1584981;-0.524246;2.555123;-0.1005114;0.3596838;2.778183;
0.1870556;-0.5266708;2.583979;-0.09614404;0.3583075;2.764043;
0.2221792;-0.529899;2.623883;-0.09057163;0.3577267;2.752578;
0.2427888;-0.5342987;2.645703;-0.07547235;0.3565575;2.736724;
0.2627788;-0.5302735;2.664285;-0.07054994;0.355514;2.729558;
0.2883221;-0.532202;2.684164;-0.05704005;0.3554745;2.711569;
0.3034456;-0.5381457;2.695526;-0.04766461;0.3537825;2.702794;
0.3223228;-0.5430307;2.702956;-0.0306791;0.3521894;2.687378;
0.3332893;-0.5447914;2.700641;-0.02613065;0.3537855;2.681;
0.3417898;-0.5467808;2.685535;-0.002795938;0.3578917;2.664557;
0.3481886;-0.5424791;2.652044;0.01427238;0.3604273;2.654068;
0.3478648;-0.53948;2.607873;0.03089343;0.3575194;2.642139;
0.3527457;-0.5519186;2.58063;0.04167254;0.3577101;2.633207;
0.3424746;-0.548782;2.513211;0.05475419;0.360155;2.624458;
0.3360271;-0.5470919;2.490725;0.06509295;0.3644665;2.618993;
0.3171805;-0.5510637;2.435003;0.07617572;0.3645445;2.615433;
0.2899442;-0.5305799;2.391718;0.08711803;0.3667126;2.608237;
0.279556;-0.5229789;2.360497;0.1011693;0.3726593;2.603878;
0.2637042;-0.5084983;2.318988;0.1085378;0.3731338;2.595359;
0.2350664;-0.4834791;2.274986;0.1160132;0.3751638;2.592756;
0.2116353;-0.447468;2.25313;0.1351151;0.3781152;2.585185;
0.2015627;-0.432964;2.244332;0.1415583;0.3782339;2.579145;
0.1792777;-0.4034251;2.22638;0.1485202;0.3789789;2.569082;
0.1522359;-0.3939066;2.211757;0.1586989;0.3821163;2.556347;
0.1425565;-0.3889194;2.204207;0.1629884;0.3793116;2.549273;
0.1360435;-0.3856202;2.201421;0.1698318;0.3832467;2.540086;
0.1233538;-0.3843018;2.196306;0.1799917;0.3895105;2.527753;
0.1164247;-0.3899131;2.195136;0.1842476;0.3879265;2.518929;
0.1157295;-0.3931947;2.193811;0.1878323;0.3884045;2.496789;
0.1135492;-0.4089426;2.184193;0.189599;0.386472;2.492972;
0.1458658;-0.4119597;2.196989;0.1916329;0.3863254;2.472695;
0.1547553;-0.447865;2.179245;0.1943144;0.3859931;2.464283;
0.1974394;-0.4536059;2.186057;0.1984848;0.3860845;2.450697;
0.23234;-0.4714021;2.180851;0.1948569;0.3866764;2.424486;
0.2627533;-0.5106474;2.170347;0.1957268;0.3846693;2.416307;
0.296749;-0.5270172;2.162923;0.1948223;0.3815657;2.401898;
0.3190058;-0.5369953;2.16906;0.1935444;0.3822992;2.383165;
0.3683085;-0.5394524;2.174147;0.1924369;0.3856407;2.368008;
0.3852744;-0.5398045;2.17579;0.1877377;0.3909991;2.349265;
0.4186578;-0.5359098;2.179623;0.1878708;0.3971732;2.340737;
0.4405365;-0.5366248;2.18266;0.1840936;0.4015487;2.318359;
0.4600232;-0.5313771;2.181341;0.1845082;0.4041607;2.307789;
0.4788203;-0.5216905;2.176458;0.1815705;0.4043556;2.291722;
0.4915103;-0.5200992;2.169788;0.1807569;0.4047814;2.277193;
0.4985955;-0.5130605;2.159101;0.1809084;0.4064673;2.262377;
0.5006487;-0.5101984;2.14646;0.1820373;0.4076493;2.250917;
0.4986838;-0.5021642;2.117682;0.1813227;0.4082088;2.241383;
0.491423;-0.5025605;2.105168;0.1818305;0.4132249;2.231547;
0.4713354;-0.5045199;2.074996;0.181185;0.4140416;2.223278;
0.4533441;-0.5067757;2.055314;0.1795388;0.4161797;2.211139;
0.4188032;-0.5052933;2.031602;0.1781885;0.4159606;2.204227;
0.4095563;-0.5059235;2.015466;0.1767773;0.4180663;2.194533;
0.3785974;-0.5019299;1.984183;0.1779802;0.4198838;2.187464;
0.3557552;-0.4994928;1.972245;0.1782052;0.4194279;2.181596;
0.3229646;-0.4543067;1.951673;0.1804354;0.4185137;2.176337;
0.3066031;-0.4501896;1.929887;0.1819953;0.4201846;2.165912;
0.280842;-0.4395752;1.911891;0.1850404;0.4204375;2.160027;
0.2650843;-0.4477204;1.894435;0.1887864;0.4218311;2.15334;
0.2553314;-0.4403665;1.887503;0.1903383;0.4211411;2.147674;
0.2495671;-0.4245909;1.889089;0.1938378;0.4234715;2.140206;
0.2426951;-0.4252009;1.881489;0.1954285;0.4246174;2.136417;
0.2399514;-0.4230275;1.879415;0.2025799;0.427854;2.13001;
0.2416848;-0.419558;1.879004;0.2048486;0.4290615;2.126565;
0.2453094;-0.4247057;1.871441;0.2072414;0.4301684;2.123587;
0.2554113;-0.4385197;1.859675;0.2094873;0.4309008;2.117854;
0.2633286;-0.4445312;1.856008;0.2102768;0.4300048;2.113505;
0.2735678;-0.4377035;1.860505;0.2108072;0.4302073;2.108809;
0.2872414;-0.4407247;1.861559;0.2107341;0.4306417;2.105045;
0.3124833;-0.4479737;1.865314;0.2103309;0.4316065;2.100633;
0.3199183;-0.4510507;1.865746;0.2093;0.4332573;2.09689;
0.3335834;-0.4646178;1.868354;0.2064548;0.4350185;2.092973;
0.3471674;-0.4663013;1.873399;0.2012856;0.4367929;2.088538;
0.3524408;-0.4703546;1.875723;0.1961585;0.4376843;2.086909;
0.3582445;-0.4735109;1.88054;0.1909934;0.4372562;2.08454;
0.3646356;-0.4742384;1.885025;0.181715;0.4370215;2.082428;
0.3689149;-0.4768682;1.888233;0.1735722;0.4365923;2.08304;
0.3701074;-0.4774763;1.891386;0.1643411;0.4359697;2.083058;
0.3699246;-0.4801319;1.894073;0.1525675;0.435536;2.0827;
0.3662726;-0.4820904;1.901403;0.1413027;0.4339132;2.083318;
0.3568835;-0.4853258;1.906014;0.1312885;0.4341257;2.084359;
0.3451318;-0.4868757;1.911271;0.1203294;0.4335005;2.0849;
0.3217819;-0.484046;1.916515;0.1121887;0.4334684;2.085785;
0.2951888;-0.4803349;1.917612;0.09852666;0.4318503;2.086599;
0.2868424;-0.4788747;1.917375;0.08944061;0.4335484;2.086279;
0.271874;-0.5083346;1.905573;0.07669697;0.4295644;2.086391;
0.2631991;-0.5060669;1.905176;0.06587352;0.4284743;2.086959;
0.2567149;-0.5013566;1.906759;0.05676714;0.4286605;2.087499;
0.2296266;-0.5023836;1.907931;0.04995071;0.4273832;2.086987;
0.1899374;-0.4424391;1.910742;0.04394666;0.4271753;2.087644;
0.1892599;-0.442271;1.911829;0.03892982;0.4261995;2.087981;
0.1832816;-0.4388064;1.916521;0.0346162;0.4263732;2.088474;
0.1794707;-0.4377883;1.917492;0.0243085;0.4255861;2.090542;
0.1766877;-0.4649288;1.906182;0.02263229;0.4255027;2.09209;
0.1755936;-0.4634108;1.908003;0.02015309;0.4256917;2.094862;
0.1714896;-0.4506815;1.92316;0.01569915;0.4265791;2.098459;
0.1698595;-0.4530561;1.924937;0.01268594;0.4263682;2.103593;
0.1687157;-0.456852;1.927214;0.009459821;0.4255632;2.107807;
0.1679425;-0.4586697;1.929745;0.006862342;0.4250761;2.114522;
0.1659549;-0.4698851;1.939353;0.005336358;0.424598;2.119433;
0.1677183;-0.4749451;1.944337;0.005139309;0.4246699;2.12544;
0.1694103;-0.4797086;1.949177;0.005429327;0.4244619;2.130265;
0.1713934;-0.4823294;1.95299;0.007420427;0.4243315;2.136324;
0.1738884;-0.5000534;1.953321;0.009352937;0.4238582;2.143489;
0.1761229;-0.5001082;1.960232;0.01126144;0.4225917;2.14895;
0.1773612;-0.499531;1.963184;0.01454975;0.4218191;2.154753;
0.1793322;-0.4978013;1.970885;0.01917782;0.4209971;2.161841;
0.1801999;-0.4969031;1.980961;0.02489405;0.4215596;2.168361;
0.18311;-0.4986502;1.988027;0.02887861;0.421292;2.17505;
0.1854571;-0.4729869;2.00042;0.03220419;0.4208269;2.181064;
0.1815023;-0.4597859;2.01842;0.03636264;0.4212488;2.186148;
0.1948462;-0.4637594;2.023348;0.04032299;0.4208419;2.193173;
0.1949149;-0.4637858;2.025101;0.04422937;0.4190987;2.19908;
0.1971847;-0.4678752;2.030299;0.04891599;0.4186569;2.205473;
0.2237149;-0.4633585;2.063267;0.05378823;0.4177307;2.210911;
0.1989648;-0.4725488;2.062065;0.05720426;0.4178686;2.215278;
0.2001655;-0.4708475;2.062786;0.05935255;0.4170468;2.218234;
0.208785;-0.473532;2.066564;0.05925469;0.4162209;2.222479;
0.2477262;-0.4542643;2.096279;0.0572908;0.4141796;2.228421;
0.2335074;-0.4254226;2.095966;0.05732642;0.4125585;2.229704;
0.2483244;-0.4262309;2.10043;0.05797698;0.4123603;2.231697;
0.2413138;-0.5418254;2.111674;0.174772;0.2259597;2.236982;
0.2799395;-0.6259717;1.611756;0.04106362;0.3332363;1.580194;
0.2997251;-0.6282695;1.613561;0.08509688;0.3358035;1.574313;
0.357525;-0.614751;1.616125;0.1251856;0.3369225;1.565385;
0.3507752;-0.5873818;1.630258;0.1538181;0.3442703;1.557936;
0.3899922;-0.5349321;1.660493;0.1974372;0.3489747;1.548818;
0.408303;-0.5550419;1.647802;0.2338144;0.350519;1.543058;
0.4322348;-0.5552462;1.642126;0.2647391;0.3615019;1.533718;
0.4864247;-0.5429776;1.61944;0.3000924;0.3640111;1.528054;
0.5170381;-0.5360905;1.606676;0.3317122;0.3710463;1.519755;
0.553187;-0.525008;1.580912;0.3549124;0.3790821;1.508763;
0.5863681;-0.5517718;1.590655;0.392271;0.3833134;1.495453;
0.6195226;-0.5089672;1.544296;0.4094424;0.3906309;1.486068;
0.6742571;-0.526594;1.557127;0.4351972;0.3929524;1.471002;
0.7253484;-0.5108743;1.534355;0.4526349;0.3959922;1.456731;
0.7979721;-0.5361061;1.488423;0.4724887;0.3961188;1.444069;
0.1624354;-0.4745699;2.071718;0.0184485;0.4186098;2.291457;
0.1614175;-0.4754539;2.07087;0.01828055;0.4184451;2.291495;
0.1556671;-0.4777798;2.067369;0.01795034;0.4187939;2.291572;
0.153723;-0.4743201;2.066839;0.01667354;0.4184496;2.291352;
0.1521472;-0.4720109;2.066756;0.01663505;0.4187348;2.291469;
0.1517918;-0.4713759;2.066514;0.01590852;0.4190713;2.29149;
0.1514579;-0.4711696;2.066621;0.01533926;0.4189583;2.291268;
0.1511264;-0.4704815;2.066944;0.01353899;0.4187416;2.29216;
0.1817533;-0.4103451;2.094795;0.0122615;0.4181978;2.291963;
0.1822751;-0.4286035;2.089354;0.01127973;0.4180863;2.291065;
0.1839597;-0.43554;2.086804;0.01088438;0.418065;2.290184;
0.1882776;-0.4327965;2.090638;0.00962337;0.4179593;2.289265;
0.2084032;-0.4297197;2.091336;0.009021807;0.4177395;2.288513;
0.2002813;-0.4335138;2.092709;0.008681419;0.4179927;2.287912;
0.1821323;-0.4396179;2.09732;0.007833672;0.4178219;2.28683;
-0.03201467;-0.3853526;2.091056;0.007492026;0.4177974;2.285523;
-0.03786282;-0.3400232;2.078483;0.00746413;0.4184736;2.283999;
-0.03753719;-0.3444326;2.079916;0.007415285;0.4183409;2.282756;
-0.03763117;-0.3462297;2.079947;0.007166947;0.4182913;2.282215;
0.2505066;-0.4140426;2.113655;0.007420628;0.4188308;2.280511;
0.1679302;-0.449866;2.097659;0.006214432;0.4185834;2.279483;
0.1616609;-0.4301989;2.105471;0.006246551;0.4184436;2.2787;
0.1589453;-0.4391352;2.103856;0.006315491;0.4182788;2.277628;
0.2507497;-0.4025502;2.12643;0.005752941;0.4185222;2.276773;
0.1476037;-0.4427949;2.104075;0.006231701;0.4190918;2.275832;
-0.05855476;-0.3207673;2.067543;0.006688196;0.4187408;2.275301;
-0.05067069;-0.3190561;2.072681;0.006113762;0.4184771;2.274789;
-0.05443304;-0.3150983;2.075032;0.006709414;0.4182649;2.273851;
-0.07625785;-0.2928815;2.084334;0.006790204;0.4179535;2.272875;
-0.07948259;-0.2911333;2.082877;0.006713564;0.4177161;2.271959;
-0.08418612;-0.2847977;2.084695;0.006824652;0.4178267;2.270669;
-0.08570337;-0.2813989;2.084585;0.006860075;0.4174015;2.26983;
-0.1015347;-0.2610234;2.091954;0.006769141;0.4173698;2.268764;
-0.1125854;-0.2484939;2.096306;0.006568676;0.4176754;2.268013;
-0.1127718;-0.2485423;2.094869;0.006111706;0.4175669;2.267233;
-0.1156822;-0.2466254;2.093841;0.006064192;0.4171911;2.265729;
-0.1222781;-0.2233642;2.090867;0.005387619;0.4170802;2.264205;
-0.1648768;-0.2351119;2.086279;0.004645494;0.4172013;2.262831;
-0.1392819;-0.1710722;2.110686;0.005205801;0.4175974;2.261556;
-0.1059079;-0.202885;2.099297;0.005053537;0.417675;2.260729;
-0.07455348;-0.2421355;2.08215;0.005488473;0.4178977;2.259737;
-0.06825101;-0.2453904;2.082501;0.005715096;0.4182709;2.258166;
-0.07186452;-0.2392155;2.085981;0.00582643;0.4184766;2.257015;
-0.02506416;-0.2918391;2.085104;0.007199861;0.4187841;2.254719;
0.1951881;-0.3822963;2.10175;0.00745273;0.4189185;2.254586;
0.1541645;-0.4409064;2.067713;0.007626897;0.4190103;2.254766;
0.1621784;-0.4725866;2.056979;0.008084903;0.4188739;2.254626;
0.1665271;-0.4734156;2.05792;0.008326955;0.4187525;2.25478;
0.1679812;-0.4735243;2.058304;0.008432301;0.4186684;2.255079;
0.1681635;-0.4732126;2.058612;0.008741145;0.4183922;2.255641;
0.1692101;-0.4732527;2.059678;0.009480256;0.4178448;2.25631;
0.1695308;-0.4736267;2.060161;0.009782956;0.4175757;2.256574;
0.1709688;-0.4745918;2.061131;0.01039926;0.4179027;2.257706;
0.1711025;-0.4750621;2.061493;0.010812;0.4176853;2.258495;
0.1712225;-0.4760451;2.062458;0.01165796;0.4174535;2.259125;
0.1717776;-0.4753433;2.06365;0.01223312;0.4173628;2.259388;
0.1718034;-0.4753137;2.06521;0.01234464;0.4167414;2.260057;
0.1706911;-0.4754199;2.065825;0.01256897;0.4168807;2.260239;
0.1469713;-0.4597123;2.084213;0.01269613;0.4171465;2.260187;
0.1087751;-0.387588;2.122624;0.01310696;0.4172759;2.25969;
0.1178174;-0.4188921;2.093924;0.01316066;0.4172719;2.259693;
0.07330173;-0.3200353;2.096839;0.01335823;0.4174469;2.259532;
0.04268998;-0.2913745;2.10097;0.01403041;0.4173432;2.259027;
-0.02403226;-0.3090475;2.113938;0.01666062;0.417901;2.254589;
0.02848004;-0.3694483;2.106517;0.01881047;0.4192466;2.251224;
0.01527658;-0.3573294;2.10607;0.01827827;0.4207959;2.251098;
-0.05687684;-0.4863552;2.106594;-0.1090433;0.1900939;2.279888;
